corpus,tokenizer,form,pieces,occurrences,lexicon
interviews (train),mDeBERTa-v3,peleas,▁pele | as,1,False
interviews (train),mDeBERTa-v3,pendeja,▁pende | ja,1,False
interviews (train),mDeBERTa-v3,pendejita,▁pende | jit | a,1,False
interviews (train),mDeBERTa-v3,penita,▁pen | ita,1,False
interviews (train),mDeBERTa-v3,pensadera,▁pens | adera,1,False
interviews (train),mDeBERTa-v3,pensarlo,▁pensar | lo,1,False
interviews (train),mDeBERTa-v3,pensativo,▁pensa | tivo,1,False
interviews (train),mDeBERTa-v3,pensión,▁pen | sión,1,False
interviews (train),mDeBERTa-v3,pequeñita,▁pequeñ | ita,1,False
interviews (train),mDeBERTa-v3,perdemos,▁per | demos,1,False
interviews (train),mDeBERTa-v3,perdonado,▁per | donado,1,False
interviews (train),mDeBERTa-v3,perdones,▁perdon | es,1,False
interviews (train),mDeBERTa-v3,periodos,▁period | os,1,False
interviews (train),mDeBERTa-v3,perjudicar,▁perju | dicar,1,False
interviews (train),mDeBERTa-v3,permitido,▁permiti | do,1,False
interviews (train),mDeBERTa-v3,perrito,▁per | rito,1,False
interviews (train),mDeBERTa-v3,persisten,▁persist | en,1,False
interviews (train),mDeBERTa-v3,perturbado,▁perturb | ado,1,False
interviews (train),mDeBERTa-v3,pesada,▁pesa | da,1,False
interviews (train),mDeBERTa-v3,pesimista,pesi | mista,1,False
interviews (train),mDeBERTa-v3,picando,▁pic | ando,1,False
interviews (train),mDeBERTa-v3,picar,▁pic | ar,1,False
interviews (train),mDeBERTa-v3,piden,▁p | iden,1,False
interviews (train),mDeBERTa-v3,pierde,▁pierd | e,1,False
interviews (train),mDeBERTa-v3,piernas,▁pier | nas,1,False
interviews (train),mDeBERTa-v3,pintar,▁pinta | r,1,False
interviews (train),mDeBERTa-v3,placentero,placent | ero,1,False
interviews (train),mDeBERTa-v3,planeaba,▁plane | aba,1,False
interviews (train),mDeBERTa-v3,plantean,▁plante | an,1,False
interviews (train),mDeBERTa-v3,playa,▁play | a,1,False
interviews (train),mDeBERTa-v3,poderlo,▁poder | lo,1,False
interviews (train),mDeBERTa-v3,podía,▁pod | ía,1,False
interviews (train),mDeBERTa-v3,ponerle,poner | le,1,False
interviews (train),mDeBERTa-v3,pongan,▁p | ongan,1,False
interviews (train),mDeBERTa-v3,poníamos,▁pon | íamos,1,False
interviews (train),mDeBERTa-v3,poquita,▁po | quita,1,False
interviews (train),mDeBERTa-v3,positivamente,▁positiv | amente,1,False
interviews (train),mDeBERTa-v3,positivismo,▁positiv | ismo,1,False
interviews (train),mDeBERTa-v3,postergarme,▁poster | gar | me,1,False
interviews (train),mDeBERTa-v3,postrada,▁po | strada,1,False
interviews (train),mDeBERTa-v3,potentes,▁potent | es,1,False
interviews (train),mDeBERTa-v3,precaución,▁preca | u | ción,1,False
interviews (train),mDeBERTa-v3,predisposición,▁predispo | sición,1,False
interviews (train),mDeBERTa-v3,preferiblemente,▁preferi | blemente,1,False
interviews (train),mDeBERTa-v3,preguntaban,▁pregunta | ban,1,False
interviews (train),mDeBERTa-v3,preguntado,▁pregunta | do,1,False
interviews (train),mDeBERTa-v3,preguntar,▁pregunta | r,1,False
interviews (train),mDeBERTa-v3,preguntarle,▁pregunt | arle,1,False
interviews (train),mDeBERTa-v3,preguntaron,▁pregunta | ron,1,False
interviews (train),mDeBERTa-v3,preguntas,▁pregunta | s,1,False
interviews (train),mDeBERTa-v3,pregunten,▁pregunt | en,1,False
interviews (train),mDeBERTa-v3,pregunto,▁pregunt | o,1,False
interviews (train),mDeBERTa-v3,preocuparse,▁preocupa | rse,1,False
interviews (train),mDeBERTa-v3,preocupe,▁preocup | e,1,True
interviews (train),mDeBERTa-v3,preocupé,▁preocup | é,1,False
interviews (train),mDeBERTa-v3,preparación,▁prepara | ción,1,False
interviews (train),mDeBERTa-v3,preparé,▁prepar | é,1,False
interviews (train),mDeBERTa-v3,presencial,presencia | l,1,False
interviews (train),mDeBERTa-v3,presentaban,▁presenta | ban,1,False
interviews (train),mDeBERTa-v3,presentarlo,▁presentar | lo,1,False
interviews (train),mDeBERTa-v3,presentó,▁present | ó,1,False
interviews (train),mDeBERTa-v3,presiona,presion | a,1,False
interviews (train),mDeBERTa-v3,presionada,presion | ada,1,False
interviews (train),mDeBERTa-v3,prevalecen,▁preval | ecen,1,False
interviews (train),mDeBERTa-v3,prevalecer,▁preval | ecer,1,False
interviews (train),mDeBERTa-v3,previa,▁previ | a,1,False
interviews (train),mDeBERTa-v3,previamente,▁previ | amente,1,False
interviews (train),mDeBERTa-v3,previas,▁previ | as,1,False
interviews (train),mDeBERTa-v3,primeras,▁primer | as,1,False
interviews (train),mDeBERTa-v3,primordial,▁prim | ordial,1,False
interviews (train),mDeBERTa-v3,priorizarme,▁prior | izar | me,1,False
interviews (train),mDeBERTa-v3,privada,▁privad | a,1,False
interviews (train),mDeBERTa-v3,proactiva,▁pro | activa,1,False
interviews (train),mDeBERTa-v3,probadita,▁proba | dita,1,False
interviews (train),mDeBERTa-v3,problemática,▁problem | ática,1,False
interviews (train),mDeBERTa-v3,procedimiento,▁proced | imiento,1,False
interviews (train),mDeBERTa-v3,procrastinado,▁proc | rastin | ado,1,False
interviews (train),mDeBERTa-v3,procrastinar,▁proc | rastin | ar,1,False
interviews (train),mDeBERTa-v3,procuro,▁procur | o,1,False
interviews (train),mDeBERTa-v3,productivo,▁productiv | o,1,False
interviews (train),mDeBERTa-v3,profundas,▁profund | as,1,False
interviews (train),mDeBERTa-v3,progresando,▁progres | ando,1,False
interviews (train),mDeBERTa-v3,prolongando,▁prolong | ando,1,False
interviews (train),mDeBERTa-v3,propensa,▁pro | pensa,1,False
interviews (train),mDeBERTa-v3,propias,propia | s,1,False
interviews (train),mDeBERTa-v3,proponga,▁propon | ga,1,False
interviews (train),mDeBERTa-v3,proporcionarle,▁proporciona | r | le,1,False
interviews (train),mDeBERTa-v3,propósito,▁pro | pósito,1,False
interviews (train),mDeBERTa-v3,protagonista,▁protagonist | a,1,False
interviews (train),mDeBERTa-v3,provienen,▁pro | viene | n,1,False
interviews (train),mDeBERTa-v3,provocado,▁provoca | do,1,False
interviews (train),mDeBERTa-v3,provocó,▁provoc | ó,1,False
interviews (train),mDeBERTa-v3,práctica,▁prác | tica,1,False
interviews (train),mDeBERTa-v3,prójimo,▁pró | jimo,1,False
interviews (train),mDeBERTa-v3,próxima,▁próxim | a,1,False
interviews (train),mDeBERTa-v3,próximo,▁próxim | o,1,False
interviews (train),mDeBERTa-v3,próximos,▁próxim | os,1,False
interviews (train),mDeBERTa-v3,psicología,▁psic | ología,1,False
interviews (train),mDeBERTa-v3,psicometría,▁psico | met | ría,1,False
interviews (train),mDeBERTa-v3,psicoterapia,▁psico | terapia,1,False
interviews (train),mDeBERTa-v3,psiquiatra,▁psi | quia | tra,1,False
interviews (train),mDeBERTa-v3,psiquiátrico,▁psi | qui | á | trico,1,False
interviews (train),mDeBERTa-v3,pueda,pued | a,1,False
interviews (train),mDeBERTa-v3,pueden,puede | n,1,False
interviews (train),mDeBERTa-v3,puedes,puede | s,1,False
interviews (train),mDeBERTa-v3,puente,▁pu | ente,1,False
interviews (train),mDeBERTa-v3,puntuales,▁puntua | les,1,False
interviews (train),mDeBERTa-v3,puros,▁pur | os,1,False
interviews (train),mDeBERTa-v3,puños,▁pu | ños,1,False
interviews (train),mDeBERTa-v3,párpados,▁pár | p | ados,1,False
interviews (train),mDeBERTa-v3,pésimo,▁pé | simo,1,False
interviews (train),mDeBERTa-v3,públicos,▁público | s,1,False
interviews (train),mDeBERTa-v3,quedamos,▁que | damos,1,False
interviews (train),mDeBERTa-v3,quedando,▁que | dando,1,False
interviews (train),mDeBERTa-v3,quedar,▁que | dar,1,False
interviews (train),mDeBERTa-v3,quede,▁que | de,1,False
interviews (train),mDeBERTa-v3,quedándome,▁que | d | ándome,1,False
interviews (train),mDeBERTa-v3,quejaba,▁que | jaba,1,False
interviews (train),mDeBERTa-v3,quejarme,▁que | jar | me,1,False
interviews (train),mDeBERTa-v3,quemo,▁que | mo,1,False
interviews (train),mDeBERTa-v3,queremos,▁que | remos,1,False
interviews (train),mDeBERTa-v3,querer,▁que | rer,1,False
interviews (train),mDeBERTa-v3,quererme,▁que | re | rme,1,False
interviews (train),mDeBERTa-v3,querían,▁que | rían,1,False
interviews (train),mDeBERTa-v3,quieran,▁quier | an,1,False
interviews (train),mDeBERTa-v3,quiero,quier | o,1,False
interviews (train),mDeBERTa-v3,quieto,▁quiet | o,1,False
interviews (train),mDeBERTa-v3,quietud,▁qui | etud,1,False
interviews (train),mDeBERTa-v3,quisieran,▁quis | ieran,1,False
interviews (train),mDeBERTa-v3,quitan,▁qui | tan,1,False
interviews (train),mDeBERTa-v3,quitarlo,▁quit | arlo,1,False
interviews (train),mDeBERTa-v3,quitará,▁quit | ará,1,False
interviews (train),mDeBERTa-v3,quité,▁qu | ité,1,False
interviews (train),mDeBERTa-v3,quitó,▁qui | tó,1,False
interviews (train),mDeBERTa-v3,quizá,▁quiz | á,1,False
interviews (train),mDeBERTa-v3,reaccionar,▁reac | cionar,1,False
interviews (train),mDeBERTa-v3,realicé,▁reali | cé,1,False
interviews (train),mDeBERTa-v3,realizamos,▁realiza | mos,1,False
interviews (train),mDeBERTa-v3,realizarlo,▁realiz | arlo,1,False
interviews (train),mDeBERTa-v3,realizo,▁realiz | o,1,False
interviews (train),mDeBERTa-v3,rebrotes,rebro | tes,1,False
interviews (train),mDeBERTa-v3,recaer,▁reca | er,1,False
interviews (train),mDeBERTa-v3,recalcar,▁recal | car,1,False
interviews (train),mDeBERTa-v3,recapacita,▁rec | apacita,1,False
interviews (train),mDeBERTa-v3,recaída,▁reca | ída,1,False
interviews (train),mDeBERTa-v3,recaído,▁reca | ído,1,False
interviews (train),mDeBERTa-v3,recibido,▁recibi | do,1,False
interviews (train),mDeBERTa-v3,recibirlo,▁recibi | rlo,1,False
interviews (train),mDeBERTa-v3,recientes,reciente | s,1,False
interviews (train),mDeBERTa-v3,recomendaron,▁recomenda | ron,1,False
interviews (train),mDeBERTa-v3,recomendaría,▁recomenda | ría,1,False
interviews (train),mDeBERTa-v3,reconocer,▁reconoc | er,1,False
interviews (train),mDeBERTa-v3,recorrido,▁re | corrido,1,False
interviews (train),mDeBERTa-v3,recuerdan,▁recu | er | dan,1,False
interviews (train),mDeBERTa-v3,recuerdos,▁re | cuerdo | s,1,False
interviews (train),mDeBERTa-v3,recuperarme,recuperar | me,1,False
interviews (train),mDeBERTa-v3,recupero,▁recuper | o,1,False
interviews (train),mDeBERTa-v3,reducidas,▁reduc | idas,1,False
interviews (train),mDeBERTa-v3,reducido,▁reduc | ido,1,False
interviews (train),mDeBERTa-v3,reflejando,▁refle | jando,1,False
interviews (train),mDeBERTa-v3,reflexione,reflexion | e,1,False
interviews (train),mDeBERTa-v3,reflexiono,reflexion | o,1,False
interviews (train),mDeBERTa-v3,reflexivo,▁reflexi | vo,1,False
interviews (train),mDeBERTa-v3,regalos,▁regal | os,1,False
interviews (train),mDeBERTa-v3,regaló,▁regal | ó,1,False
interviews (train),mDeBERTa-v3,regresar,▁regres | ar,1,False
interviews (train),mDeBERTa-v3,regulaba,▁regula | ba,1,False
interviews (train),mDeBERTa-v3,regulaban,▁regula | ban,1,False
interviews (train),mDeBERTa-v3,regularidad,▁regular | idad,1,False
interviews (train),mDeBERTa-v3,relacionar,▁relacion | ar,1,False
interviews (train),mDeBERTa-v3,relaja,▁rela | ja,1,True
interviews (train),mDeBERTa-v3,relajan,▁rela | jan,1,False
interviews (train),mDeBERTa-v3,relajarnos,▁rela | j | arnos,1,False
interviews (train),mDeBERTa-v3,relajarse,▁rela | jar | se,1,False
interviews (train),mDeBERTa-v3,relajen,▁rela | jen,1,True
interviews (train),mDeBERTa-v3,relajé,▁rela | j | é,1,True
interviews (train),mDeBERTa-v3,religión,▁religi | ón,1,False
interviews (train),mDeBERTa-v3,remediarlo,▁remedi | arlo,1,False
interviews (train),mDeBERTa-v3,rendir,▁rend | ir,1,False
interviews (train),mDeBERTa-v3,rendía,▁rend | ía,1,False
interviews (train),mDeBERTa-v3,renegaba,▁rene | gaba,1,False
interviews (train),mDeBERTa-v3,renegada,▁rene | gada,1,False
interviews (train),mDeBERTa-v3,rentable,▁rent | able,1,False
interviews (train),mDeBERTa-v3,repasando,▁repas | ando,1,False
interviews (train),mDeBERTa-v3,repasarlo,▁repas | arlo,1,False
interviews (train),mDeBERTa-v3,repentinos,repent | inos,1,False
interviews (train),mDeBERTa-v3,repercusiones,▁reper | cu | siones,1,False
interviews (train),mDeBERTa-v3,repetidamente,▁repeti | damente,1,False
interviews (train),mDeBERTa-v3,repitente,repit | ente,1,False
interviews (train),mDeBERTa-v3,repito,▁re | pito,1,False
interviews (train),mDeBERTa-v3,repollo,▁re | pollo,1,False
interviews (train),mDeBERTa-v3,reprimir,▁re | primir,1,False
interviews (train),mDeBERTa-v3,reprimo,▁repri | mo,1,False
interviews (train),mDeBERTa-v3,reprobar,▁re | probar,1,False
interviews (train),mDeBERTa-v3,requerían,▁reque | rían,1,False
interviews (train),mDeBERTa-v3,requisito,requisit | o,1,False
interviews (train),mDeBERTa-v3,resaltando,▁re | salt | ando,1,False
interviews (train),mDeBERTa-v3,resignación,▁resign | ación,1,False
interviews (train),mDeBERTa-v3,resistir,▁resist | ir,1,False
interviews (train),mDeBERTa-v3,resolverlas,resolver | las,1,False
interviews (train),mDeBERTa-v3,resolverlo,resolver | lo,1,False
interviews (train),mDeBERTa-v3,resolví,▁resolv | í,1,False
interviews (train),mDeBERTa-v3,resolvía,▁resolv | ía,1,False
interviews (train),mDeBERTa-v3,respetando,▁respet | ando,1,False
interviews (train),mDeBERTa-v3,respiraba,▁respira | ba,1,False
interviews (train),mDeBERTa-v3,respirando,▁respira | ndo,1,False
interviews (train),mDeBERTa-v3,responda,▁respond | a,1,False
interviews (train),mDeBERTa-v3,respondiendo,▁respond | iendo,1,False
interviews (train),mDeBERTa-v3,respondió,▁respond | ió,1,False
interviews (train),mDeBERTa-v3,respondí,▁respond | í,1,False
interviews (train),mDeBERTa-v3,responsables,responsable | s,1,False
interviews (train),mDeBERTa-v3,respuestas,▁respuesta | s,1,False
interviews (train),mDeBERTa-v3,restos,▁resto | s,1,False
interviews (train),mDeBERTa-v3,resuelto,▁re | suel | to,1,False
interviews (train),mDeBERTa-v3,resuelva,▁resu | elva,1,False
interviews (train),mDeBERTa-v3,resumen,▁resum | en,1,False
interviews (train),mDeBERTa-v3,reteniendo,▁reten | iendo,1,False
interviews (train),mDeBERTa-v3,retiren,▁retir | en,1,False
interviews (train),mDeBERTa-v3,retomarlo,▁re | tomar | lo,1,False
interviews (train),mDeBERTa-v3,retomé,▁reto | mé,1,False
interviews (train),mDeBERTa-v3,retorno,▁re | torno,1,False
interviews (train),mDeBERTa-v3,retraso,▁retra | s | o,1,False
interviews (train),mDeBERTa-v3,reuniones,▁reuni | ones,1,False
interviews (train),mDeBERTa-v3,reunión,▁reuni | ón,1,False
interviews (train),mDeBERTa-v3,ridículo,▁rid | ículo,1,False
interviews (train),mDeBERTa-v3,risas,▁risa | s,1,False
interviews (train),mDeBERTa-v3,risueño,▁ris | ueño,1,False
interviews (train),mDeBERTa-v3,ritmos,ritmo | s,1,False
interviews (train),mDeBERTa-v3,rodea,▁rode | a,1,False
interviews (train),mDeBERTa-v3,rodeada,▁rode | ada,1,False
interviews (train),mDeBERTa-v3,rodearnos,▁rode | arnos,1,False
interviews (train),mDeBERTa-v3,rodeo,▁rode | o,1,False
interviews (train),mDeBERTa-v3,románticas,román | ticas,1,False
interviews (train),mDeBERTa-v3,ronquido,ron | quid | o,1,False
interviews (train),mDeBERTa-v3,rutinarias,▁rutin | arias,1,False
interviews (train),mDeBERTa-v3,rutinario,▁rutin | ario,1,False
interviews (train),mDeBERTa-v3,rápida,rápi | da,1,False
interviews (train),mDeBERTa-v3,rápidamente,rápi | damente,1,False
interviews (train),mDeBERTa-v3,sabemos,▁sabe | mos,1,False
interviews (train),mDeBERTa-v3,sabría,▁sab | ría,1,False
interviews (train),mDeBERTa-v3,sacaban,▁sa | caban,1,False
interviews (train),mDeBERTa-v3,sacando,▁sa | cando,1,False
interviews (train),mDeBERTa-v3,sacarlas,▁sac | arlas,1,False
interviews (train),mDeBERTa-v3,sacaron,▁sa | caron,1,False
interviews (train),mDeBERTa-v3,saciar,▁sa | ciar,1,False
interviews (train),mDeBERTa-v3,saco,▁sa | co,1,False
interviews (train),mDeBERTa-v3,salgan,▁sa | lgan,1,False
interviews (train),mDeBERTa-v3,salida,▁sa | lida,1,False
interviews (train),mDeBERTa-v3,salido,▁sali | do,1,False
interviews (train),mDeBERTa-v3,saliera,▁sali | era,1,False
interviews (train),mDeBERTa-v3,salieron,▁sal | ieron,1,False
interviews (train),mDeBERTa-v3,saltando,▁salt | ando,1,False
interviews (train),mDeBERTa-v3,saltar,▁salt | ar,1,False
interviews (train),mDeBERTa-v3,saludable,▁salud | able,1,False
interviews (train),mDeBERTa-v3,sanamente,▁san | amente,1,False
interviews (train),mDeBERTa-v3,satisface,▁satisfac | e,1,False
interviews (train),mDeBERTa-v3,satisfaga,▁satisfa | ga,1,False
interviews (train),mDeBERTa-v3,saturado,▁satur | ado,1,False
interviews (train),mDeBERTa-v3,secundaria,▁secundar | ia,1,False
interviews (train),mDeBERTa-v3,seguimos,▁segui | mos,1,False
interviews (train),mDeBERTa-v3,seguirme,▁seguir | me,1,False
interviews (train),mDeBERTa-v3,seguía,▁segu | ía,1,False
interviews (train),mDeBERTa-v3,sencillamente,s | encill | amente,1,False
interviews (train),mDeBERTa-v3,sensata,▁sens | ata,1,False
interviews (train),mDeBERTa-v3,sentada,▁sent | ada,1,False
interviews (train),mDeBERTa-v3,sentarse,▁sent | arse,1,False
interviews (train),mDeBERTa-v3,sentimentales,▁sentimental | es,1,False
interviews (train),mDeBERTa-v3,senté,▁sent | é,1,False
interviews (train),mDeBERTa-v3,separarnos,▁separa | rnos,1,False
interviews (train),mDeBERTa-v3,septiembre,s | eptiembre,1,False
interviews (train),mDeBERTa-v3,serena,▁seren | a,1,False
interviews (train),mDeBERTa-v3,serenamente,▁seren | amente,1,False
interviews (train),mDeBERTa-v3,sexos,▁sexo | s,1,False
interviews (train),mDeBERTa-v3,señal,seña | l,1,False
interviews (train),mDeBERTa-v3,señales,seña | les,1,False
interviews (train),mDeBERTa-v3,señora,señor | a,1,False
interviews (train),mDeBERTa-v3,shocks,shock | s,1,False
interviews (train),mDeBERTa-v3,significativos,▁significativ | os,1,False
interviews (train),mDeBERTa-v3,sigue,s | igue,1,False
interviews (train),mDeBERTa-v3,siguientes,▁siguiente | s,1,False
interviews (train),mDeBERTa-v3,silencio,▁silenci | o,1,False
interviews (train),mDeBERTa-v3,sincera,▁sincer | a,1,False
interviews (train),mDeBERTa-v3,sincerarme,▁sincer | arme,1,False
interviews (train),mDeBERTa-v3,sinceros,▁sincer | os,1,False
interviews (train),mDeBERTa-v3,sintiera,▁sint | iera,1,False
interviews (train),mDeBERTa-v3,sintiéndome,▁sint | iéndo | me,1,False
interviews (train),mDeBERTa-v3,sirvió,▁si | rvi | ó,1,False
interviews (train),mDeBERTa-v3,sitios,sitio | s,1,False
interviews (train),mDeBERTa-v3,sobrecargado,▁sobre | carga | do,1,False
interviews (train),mDeBERTa-v3,sobrecargan,▁sobre | carga | n,1,False
interviews (train),mDeBERTa-v3,sobrepensando,▁sobre | pensa | ndo,1,True
interviews (train),mDeBERTa-v3,sobrepiensa,▁sobre | piens | a,1,False
interviews (train),mDeBERTa-v3,socializar,▁socializ | ar,1,False
interviews (train),mDeBERTa-v3,softball,▁soft | ball,1,False
interviews (train),mDeBERTa-v3,solecitos,▁sole | citos,1,False
interviews (train),mDeBERTa-v3,solitaria,▁solit | aria,1,False
interviews (train),mDeBERTa-v3,solito,▁solit | o,1,False
interviews (train),mDeBERTa-v3,soluciona,▁solucion | a,1,False
interviews (train),mDeBERTa-v3,solucionando,▁solucion | ando,1,False
interviews (train),mDeBERTa-v3,solucionarlo,▁solucion | arlo,1,False
interviews (train),mDeBERTa-v3,soluciono,▁solucion | o,1,False
interviews (train),mDeBERTa-v3,solventar,solvent | ar,1,False
interviews (train),mDeBERTa-v3,somatizo,▁som | atizo,1,False
interviews (train),mDeBERTa-v3,sometido,▁some | tido,1,False
interviews (train),mDeBERTa-v3,sonará,▁son | ará,1,False
interviews (train),mDeBERTa-v3,sonrío,▁son | río,1,False
interviews (train),mDeBERTa-v3,soportar,▁so | portar,1,False
interviews (train),mDeBERTa-v3,soporte,s | oporte,1,False
interviews (train),mDeBERTa-v3,suave,▁sua | ve,1,False
interviews (train),mDeBERTa-v3,subidas,▁sub | idas,1,False
interviews (train),mDeBERTa-v3,subiendo,▁sub | iendo,1,False
interviews (train),mDeBERTa-v3,subió,▁subi | ó,1,False
interviews (train),mDeBERTa-v3,subí,▁sub | í,1,False
interviews (train),mDeBERTa-v3,suceda,▁suce | da,1,False
interviews (train),mDeBERTa-v3,sucedieron,▁suce | d | ieron,1,False
interviews (train),mDeBERTa-v3,sucedió,▁suce | dió,1,False
interviews (train),mDeBERTa-v3,sucedían,▁suce | d | ían,1,False
interviews (train),mDeBERTa-v3,suelen,▁su | elen,1,False
interviews (train),mDeBERTa-v3,suena,▁su | en | a,1,False
interviews (train),mDeBERTa-v3,suficientemente,suficiente | mente,1,False
interviews (train),mDeBERTa-v3,sufra,▁sufr | a,1,False
interviews (train),mDeBERTa-v3,sufría,▁sufr | ía,1,False
interviews (train),mDeBERTa-v3,suicidarme,▁suicid | arme,1,False
interviews (train),mDeBERTa-v3,sumadas,▁suma | das,1,False
interviews (train),mDeBERTa-v3,supera,▁super | a,1,False
interviews (train),mDeBERTa-v3,superafectados,▁super | a | fect | ados,1,False
interviews (train),mDeBERTa-v3,superar,▁super | ar,1,False
interviews (train),mDeBERTa-v3,superarme,▁super | arme,1,False
interviews (train),mDeBERTa-v3,superbajoneada,▁super | bajo | ne | ada,1,False
interviews (train),mDeBERTa-v3,superbajos,▁super | bajo | s,1,False
interviews (train),mDeBERTa-v3,superbién,▁superb | i | én,1,False
interviews (train),mDeBERTa-v3,supercansada,▁super | can | sada,1,False
interviews (train),mDeBERTa-v3,supercansado,▁super | can | s | ado,1,False
interviews (train),mDeBERTa-v3,superestresada,▁super | estres | ada,1,False
interviews (train),mDeBERTa-v3,superirritados,▁super | irri | tados,1,False
interviews (train),mDeBERTa-v3,superrápido,▁super | rápi | do,1,False
interviews (train),mDeBERTa-v3,supuestamente,supuest | amente,1,False
interviews (train),mDeBERTa-v3,suspendí,▁suspend | í,1,False
interviews (train),mDeBERTa-v3,susto,▁sus | to,1,False
interviews (train),mDeBERTa-v3,síntesis,▁sín | tesis,1,False
interviews (train),mDeBERTa-v3,síntoma,▁sín | toma,1,False
interviews (train),mDeBERTa-v3,tabaco,▁taba | co,1,False
interviews (train),mDeBERTa-v3,tablero,▁table | ro,1,False
interviews (train),mDeBERTa-v3,tarareo,▁tar | are | o,1,False
interviews (train),mDeBERTa-v3,tardecita,▁tarde | cita,1,False
interviews (train),mDeBERTa-v3,tardecito,▁tarde | cito,1,False
interviews (train),mDeBERTa-v3,tarro,▁tar | ro,1,False
interviews (train),mDeBERTa-v3,tediosas,▁te | dios | as,1,False
interviews (train),mDeBERTa-v3,televisión,▁televisi | ón,1,False
interviews (train),mDeBERTa-v3,temblar,▁tem | blar,1,False
interviews (train),mDeBERTa-v3,temitas,▁tem | itas,1,False
interviews (train),mDeBERTa-v3,tempranas,▁temp | rana | s,1,False
interviews (train),mDeBERTa-v3,temáticas,temática | s,1,False
interviews (train),mDeBERTa-v3,tendemos,▁tend | emos,1,False
interviews (train),mDeBERTa-v3,tendríamos,▁tend | ríamos,1,False
interviews (train),mDeBERTa-v3,tenemos,ten | emos,1,False
interviews (train),mDeBERTa-v3,tengas,▁tenga | s,1,False
interviews (train),mDeBERTa-v3,tensa,▁tens | a,1,False
interviews (train),mDeBERTa-v3,tensionarme,▁tension | arme,1,False
interviews (train),mDeBERTa-v3,tenían,▁ten | ían,1,False
interviews (train),mDeBERTa-v3,terapias,terapia | s,1,False
interviews (train),mDeBERTa-v3,terminadas,▁termina | das,1,False
interviews (train),mDeBERTa-v3,terminan,▁termina | n,1,False
interviews (train),mDeBERTa-v3,terminaría,▁termina | ría,1,False
interviews (train),mDeBERTa-v3,terminó,▁termin | ó,1,False
interviews (train),mDeBERTa-v3,termodinámica,▁termo | din | ámic | a,1,False
interviews (train),mDeBERTa-v3,tesa,tes | a,1,False
interviews (train),mDeBERTa-v3,tesísima,tes | ísima,1,False
interviews (train),mDeBERTa-v3,tienden,▁ti | enden,1,False
interviews (train),mDeBERTa-v3,tirado,▁tir | ado,1,False
interviews (train),mDeBERTa-v3,titulación,▁titul | ación,1,False
interviews (train),mDeBERTa-v3,tocaba,▁to | caba,1,False
interviews (train),mDeBERTa-v3,tocó,▁to | có,1,False
interviews (train),mDeBERTa-v3,tomaron,▁tom | aron,1,False
interviews (train),mDeBERTa-v3,tontería,▁ton | tería,1,False
interviews (train),mDeBERTa-v3,topa,▁top | a,1,False
interviews (train),mDeBERTa-v3,tope,▁top | e,1,False
interviews (train),mDeBERTa-v3,toqué,▁to | qué,1,False
interviews (train),mDeBERTa-v3,trabajados,trabajado | s,1,False
interviews (train),mDeBERTa-v3,trabajosas,▁trabajo | s | as,1,False
interviews (train),mDeBERTa-v3,trabajé,▁trabaj | é,1,False
interviews (train),mDeBERTa-v3,traerlo,▁tra | erlo,1,False
interviews (train),mDeBERTa-v3,tragando,▁trag | ando,1,False
interviews (train),mDeBERTa-v3,tranquilice,▁tranquil | ice,1,False
interviews (train),mDeBERTa-v3,tranquilicé,▁tranquil | ic | é,1,False
interviews (train),mDeBERTa-v3,tranquilizándome,▁tranquil | iz | ándome,1,False
interviews (train),mDeBERTa-v3,tranquilízate,▁tranquil | í | zate,1,False
interviews (train),mDeBERTa-v3,transmitir,▁transmit | ir,1,False
interviews (train),mDeBERTa-v3,trasladarte,▁trasl | a | darte,1,False
interviews (train),mDeBERTa-v3,trasladé,▁trasl | a | dé,1,False
interviews (train),mDeBERTa-v3,trasnoche,▁tras | noche,1,False
interviews (train),mDeBERTa-v3,trataba,▁trata | ba,1,False
interviews (train),mDeBERTa-v3,tratarla,tratar | la,1,False
interviews (train),mDeBERTa-v3,tratarlos,▁trata | rlos,1,False
interviews (train),mDeBERTa-v3,tratarte,tratar | te,1,False
interviews (train),mDeBERTa-v3,través,▁trav | és,1,False
interviews (train),mDeBERTa-v3,trámites,▁trá | mites,1,False
interviews (train),mDeBERTa-v3,tuviera,▁tu | viera,1,False
interviews (train),mDeBERTa-v3,término,▁tér | mino,1,False
interviews (train),mDeBERTa-v3,tía,▁tí | a,1,False
interviews (train),mDeBERTa-v3,universitarias,universitari | as,1,False
interviews (train),mDeBERTa-v3,unió,▁un | ió,1,False
interviews (train),mDeBERTa-v3,urgentemente,▁urgent | emente,1,False
interviews (train),mDeBERTa-v3,usaba,usab | a,1,False
interviews (train),mDeBERTa-v3,usuales,usual | es,1,False
interviews (train),mDeBERTa-v3,utilizando,▁utiliza | ndo,1,False
interviews (train),mDeBERTa-v3,vaina,▁vain | a,1,False
interviews (train),mDeBERTa-v3,valga,valg | a,1,False
interviews (train),mDeBERTa-v3,variablemente,▁variable | mente,1,False
interviews (train),mDeBERTa-v3,variación,▁vari | ación,1,False
interviews (train),mDeBERTa-v3,variada,▁vari | ada,1,False
interviews (train),mDeBERTa-v3,variado,▁vari | ado,1,False
interviews (train),mDeBERTa-v3,variados,▁vari | ados,1,False
interviews (train),mDeBERTa-v3,variando,▁vari | ando,1,False
